Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
KENNAMET,Kennametal India Limtied,KENNAMETAL INDIA LTD.-$,B ,N,N,100,Industrials,Capital Goods,Industrial Manufacturing,Industrial Equipments
KENVI,Kenvi Jewels Limited,Kenvi Jewels Ltd,B ,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
KERALAYUR,Kerala Ayurveda Limited,KERALA AYURVEDA LTD.,X ,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
KERNEX,Kernex Microsystems India Ltd.,KERNEX MICROSYSTEMS (INDIA) LTD.,T ,N,N,100,Services,Services,Transport Services,Transport Related Services
KESAR,KESAR INDIA LIMITED,Kesar India Ltd,M ,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
KESARENT,"Kesar Enterprises Ltd.,",KESAR ENTERPRISES LTD.-$,X ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
KESORAMIND,Kesoram Industries Ltd,KESORAM INDUSTRIES LTD.,B ,N,N,100,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
KEYCORP,Key Corp Ltd,KEY CORP LTD.,XT,N,D,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
KEYFINSER,KEYNOTE FINANCIAL SERVICES LIMITED,Keynote Financial Services Ltd,B ,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
KFBL,Kothari Fermanatation & Biochem Ltd,KOTHARI FERMENTATION & BIOCHEM LTD.,X ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products
KGDENIM,K.G.Denim Ltd,KG DENIM LTD.,X ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
KGPETRO,KG Petrochem Ltd.,KG PETROCHEM LTD.,X ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
KHADIM,Khadim India Limited,Khadim India Ltd,B ,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear
KHAICHEM,Khaitan Chemicals & Fertilizers Ltd,KHAITAN CHEMICALS & FERTILIZERS LTD.,B ,N,N,100,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
KHAITANLTD,Khaitan India Ltd.,KHAITAN (INDIA) LTD.,B ,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics
KHANDSE,Khandwala Securities Ltd.,KHANDWALA SECURITIES LTD.,T ,N,N,100,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
KHODAY,"Khoday India Ltd.,",KHODAY INDIA LTD.-$,XT,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
KHOOBSURAT,Khoobsurat Ltd.,Khoobsurat Ltd,X ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
KHYATI,Khyati Multimedia-Entertainment Ltd,KHYATI MULTIMEDIA-ENTERTAINMENT LTD.,XT,N,N,100,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
KICL,Kalyani Investment Company Limited,KALYANI INVESTMENT COMPANY LTD.,B ,N,N,100,Financial Services,Financial Services,Finance,Investment Company
KIDUJA,Kiduja  India  Ltd,KIDUJA INDIA LTD.,X ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
KIFS,KIFS Financial Services Ltd,KIFS FINANCIAL SERVICES LTD.,X ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
KILITCH,Kilitch Drugs I Ltd.,KILITCH DRUGS (INDIA) LTD.,B ,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
KILPEST,Kilpest India Ltd.,KILPEST INDIA LTD.,X ,N,N,100,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
KIMIABL,KIMIA BIOSCIENCES LIMITED,Kimia Biosciences Ltd,X ,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
KIMS,Krishna Institute of Medical Sciences Limited,Krishna Institute of Medical Sciences Ltd,A ,N,N,100,Healthcare,Healthcare,Healthcare Services,Hospital
KINETICENG,"Kinetic Engineering Ltd.,",KINETIC ENGINEERING LTD.,X ,N,N,100,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
KINETRU,Kinetic Trust Ltd.,KINETIC TRUST LTD.,XT,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
KINGFA,Kingfa Science & Technology India Ltd,Kingfa Science & Technology (India) Ltd-$,B ,N,N,100,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
KINGSINFR,Kings Infra Ventures Limited,Kings Infra Ventures Limited,X ,N,D,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
KIOCL,KIOCL Limited,KIOCL Ltd,B ,N,N,100,Commodities,Metals & Mining,Ferrous Metals,Sponge Iron
KIRANPR,Kiran Print-Pack Ltd.,KIRAN PRINT-PACK LTD.,X ,N,N,100,Consumer Discretionary,"Media, Entertainment & Publication",Printing & Publication,Printing & Publication
KIRANSY-B,Kiran Syntex Ltd.,KIRAN SYNTEX LTD.,X ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
KIRANVYPAR,Kiran Vyapar Limited,Kiran Vyapar Ltd,X ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
KIRIINDUS,KIRI INDUSTRIES LIMITED,KIRI INDUSTRIES LTD.,A ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
KIRLFER,Kirloskar Ferrous Industries Ltd.,KIRLOSKAR FERROUS INDUSTRIES LTD.,A ,N,N,100,Commodities,Metals & Mining,Ferrous Metals,Pig Iron
KIRLOSBROS,"Kirloskar Brothers Ltd.,",KIRLOSKAR BROTHERS LTD.-$,B ,N,D,100,Industrials,Capital Goods,Industrial Products,Compressors & Pumps
KIRLOSENG,Kirloskar Oil Engines Limited,KIRLOSKAR OIL ENGINES LTD.,A ,N,N,100,Industrials,Capital Goods,Industrial Products,Diesel Engines
KIRLOSIND,Kirloskar Industries Ltd,Kirloskar Industries Ltd,B ,N,N,100,Industrials,Capital Goods,Industrial Products,Castings & Forgings
KIRLPNU,Kirloskar Pneumatic Co.Ltd.,KIRLOSKAR PNEUMATIC CO.LTD.,B ,N,N,100,Industrials,Capital Goods,Industrial Products,Compressors & Pumps
KISAN,Kisan Mouldings Ltd.,KISAN MOULDINGS LTD.-$,X ,N,N,100,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
KITEX,Kitex Garmenets Ltd.,KITEX GARMENTS LTD.,A ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
KJMCCORP,KJMC Corporate Advisors India Ltd.,KJMC Corporate Advisors (India) Ltd.,X ,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
KJMCFIN,KJMC Financial Services Ltd.,KJMC FINANCIAL SERVICES LTD.,X ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
KKALPANAIND,Kkalpana Industries India Ltd,Kkalpana Industries (India) Ltd,X ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
KKCL,Kewal Kiran Clothing Ltd.,KEWAL KIRAN CLOTHING LTD.,B ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
KKFIN,K K Fincorp Limited,K K Fincorp Limited,X ,N,N,100,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
KKPLASTICK,Kkalpana Plastick Limited,Kkalpana Plastick Limited,XT,N,N,100,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
KLBRENG-B,Kilburn Engineering Ltd,KILBURN ENGINEERING LTD.,X ,N,N,100,Industrials,Capital Goods,Industrial Manufacturing,Industrial Machinery
KLGCAP,KLG Capital Services Ltd.,KLG CAPITAL SERVICES LTD.,XT,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
KLIFESTYL,K-Lifestyle & Industries Limited,K-Lifestyle & Industries Limited,Z ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
KLKELEC,KLK Electrical Limited,KLK Electrical Ltd,X ,N,N,100,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
KLRFM,KOVILPATTI LAKSHMI ROLLER FLOUR MILLS  LTD,Kovilpatti Lakshmi Roller Flour Mills Ltd,X ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products
KMCSHIL,KMC Speciality Hospitals India Limited,KMC SPECIALITY HOSPITALS (INDIA) LTD.,B ,N,D,100,Healthcare,Healthcare,Healthcare Services,Hospital
KMEW,Knowledge Marine & Engineering Works Limited,Knowledge Marine & Engineering Works Ltd,M ,N,N,100,Services,Services,Transport Services,Shipping
KMFBLDR,KMF Builders & Developers Ltd.,KMF BUILDERS & DEVELOPERS LTD.,X ,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
KMGMILK,KMG Milk Food Limited,KMG MILK FOOD LTD.,P ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
KMSMEDI,KMS Medisurgi Limited,KMS Medisurgi Ltd,M ,N,N,100,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies
KMSUGAR,K. M. Sugar Mills Ltd.,K.M.SUGAR MILLS LTD.,B ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
KNRCON,KNR Constructions Limited,KNR CONSTRUCTIONS LTD.,A ,N,N,100,Industrials,Construction,Construction,Civil Construction
KOBO,KOBO BIOTECH LIMITED,Kobo Biotech Ltd-$,Z ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
KOCL,Kome-on Communication Limited,Kome-On Communication Ltd,XT,N,N,100,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
KOHINOOR,Kohinoor Foods Ltd,KOHINOOR FOODS LTD.,T ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
KOKUYOCMLN,Kokuyo Camlin Ltd,KOKUYO CAMLIN LTD.-$,B ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Stationary
KOLTEPATIL,Kolte-Patil Developers Ltd,KOLTE-PATIL DEVELOPERS LTD.,A ,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
KONARKSY,Konark Synthetics  Ltd,KONARK SYNTHETIC LTD.,X ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
KONNDOR,KONNDOR INDUSTRIES LIMITED,Konndor Industries Ltd,X ,N,N,100,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
KOPRAN,"Kopran Ltd.,",KOPRAN LTD.,B ,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
KORE,Kore Foods Limited,Kore Foods Ltd,XT,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products
KOTAKBANK,Kotak Mahindra Bank Ltd.,KOTAK MAHINDRA BANK LTD.,A ,N,N,100,Financial Services,Financial Services,Banks,Private Sector Bank
KOTAKBKETF,Kotak Mahindra Mutual Fund - Permitted,Kotak Nifty Bank ETF,B ,N,N,100,-,-,-,-
KOTAKNIFTY,Kotak Mahindra Mutual Fund,Kotak Mahindra Mutual Fund - Kotak Nifty ETF,B ,N,N,100,-,-,-,-
KOTAKPSUBK,Kotak Mahindra Mutual Fund - Permitted,Kotak Nifty PSU Bank ETF,B ,N,N,100,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme - ETF
KOTHARIPRO,Kothari Products Ltd.,KOTHARI PRODUCTS LTD.,B ,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
KOVAI,Kovai Medical Center & Hospital Ltd,KOVAI MEDICAL CENTER & HOSPITAL LTD.,B ,N,N,100,Healthcare,Healthcare,Healthcare Services,Hospital
KPEL,K.P. Energy Limited,K.P. Energy Ltd,B ,N,N,100,Utilities,Power,Power,Electric Utilities
KPIGREEN,KPI Green Energy Limited,KPI Green Energy Ltd,B ,N,N,100,Utilities,Power,Power,Electric Utilities
KPITTECH,KPIT Technologies Ltd,KPIT Technologies Ltd,A ,N,N,100,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
KPL,Kwality Pharmaceuticals Limited,Kwality Pharmaceuticals Ltd,B ,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
KPRMILL,K.P.R. Mill Ltd.,K.P.R. Mill Limited,A ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
KPT,KPT INDUSTRIES LIMITED,KPT Industries Ltd,X ,N,N,100,Industrials,Capital Goods,Industrial Manufacturing,Industrial Machinery
KRANTI,Kranti Industries Limited,Kranti Industries Ltd,B ,N,N,100,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
KRATOSENER,Kratos Energy & Infrastructure Limited,KRATOS ENERGY & INFRASTRUCTURE LTD.,XT,N,N,100,Services,Services,Commercial Services & Supplies,Consulting Services
KRBL,KRBL Ltd.,KRBL LTD.,A ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
KREBSBIO,Krebs Biochemicals & Industries Ltd.,KREBS BIOCHEMICALS & INDUSTRIES LTD.-$,B ,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
KREONFIN,Kreon Finnancial Services Limited,KREON FINNANCIAL SERVICES LTD.,XT,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
KRETTOSYS,KRETTO SYSCON LIMITED,Kretto Syscon Ltd,X ,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
KRIFILIND,KRISHNA FILAMENT INDUSTRIES LIMITED,Krishna Filament Industries Ltd,XT,N,N,100,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
KRIINFRA,Kridhan Infra Limited,Kridhan Infra Limited,B ,N,N,100,Industrials,Construction,Construction,"Engineering, Designing & Construction"
KRISHNA,Krishna Ventures Limited,Krishna Ventures Limited,XT,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
KRISHNACAP,Krishna Capital And Securities Limited,Krishna Capital and Securities Ltd,XT,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
KRITIIND,Kriti Industries India Ltd.,KRITI INDUSTRIES (INDIA) LTD.-$,B ,N,N,100,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
KRITINUT,Kriti Nutrients Ltd,Kriti Nutrients Ltd,X ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
KRL,Kintech Renewables Limited,Kintech Renewables Ltd,XT,N,N,100,Industrials,Construction,Construction,"Engineering, Designing & Construction"
KRRAIL,K&R RAIL ENGINEERING LIMITED,K&R Rail Engineering Ltd,X ,N,N,100,Industrials,Construction,Construction,"Engineering, Designing & Construction"
KRSNAA,Krsnaa Diagnostics Limited,Krsnaa Diagnostics Ltd,A ,N,N,100,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
KRYPTONQ,Krypton Industries Ltd,KRYPTON INDUSTRIES LTD.,X ,N,N,100,Diversified,Diversified,Diversified,Diversified
KSB,KSB LIMITED,KSB Ltd,A ,N,N,100,Industrials,Capital Goods,Industrial Products,Compressors & Pumps
KSCL,Kaveri Seed Company Ltd,KAVERI SEED COMPANY LTD.,A ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
KSE,KSE Ltd.,KSE LTD.-$,XT,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
KSL,Kalyani Steels Ltd,KALYANI STEELS LTD.,B ,N,N,100,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
KTIL,Kesar Terminals & Infrastructure Limited,KESAR TERMINALS & INFRASTRUCTURE LTD.,XT,N,D,100,Services,Services,Transport Services,Logistics Solution Provider
KTINDF4DD,Kotak Mahindra Mutual Fund,Kotak India Growth Fund   Series 4 - Direct Plan Growth Option,B ,N,N,100,-,-,-,-
KTINDF4DG,Kotak Mahindra Mutual Fund,KOTAK INDIA GROWTH FUND SERIES 4 DIRECT PLAN DIVIDEND OPTION,B ,N,N,100,-,-,-,-
KTINDF4RD,Kotak Mahindra Mutual Fund,Kotak India Growth Fund   Series 4 - Regular Plan Dividend Option,B ,N,N,100,-,-,-,-
KTINDF4RG,Kotak Mahindra Mutual Fund,Kotak India Growth Fund   Series 4 - Regular Plan Growth Option,B ,N,N,100,-,-,-,-
KTKBANK,Karnataka Bank Ltd.,KARNATAKA BANK LTD.,A ,N,N,100,Financial Services,Financial Services,Banks,Private Sector Bank
KTKSENSEX,Kotak Mahindra Mutual Fund,Kotak S&P BSE Sensex ETF,A ,N,N,100,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme - ETF
KUANTUM,Kuantum Papers Limited,KUANTUM PAPERS LTD.,B ,N,N,100,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
KUBERJI,Kuber Udyog Limited,Kuber Udyog Ltd,XT,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
KUMPFIN,Kumbhat Financial Services Ltd.,KUMBHAT FINANCIAL SERVICES LTD.,XT,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
KUNSTOFF,"Kunststoffe Industries Ltd.,",KUNSTSTOFFE INDUSTRIES LTD.,X ,N,N,100,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
KUSHAL,KUSHAL LIMITED,Kushal Ltd,Z ,N,N,100,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
KUSHIND,Kush Industries Limited,Kush Industries Ltd,X ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
KUSUMEL,"Kusam Electrical Industies Ltd.,",KUSAM ELECTRICAL INDUSTRIES LTD.,XT,N,D,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
KUWERIN,Kuwer Industries Ltd.,KUWER INDUSTRIES LTD.,X ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
KWALITYCL,Kwality Credit & Leasing Ltd.,KWALITY CREDIT & LEASING LTD.,Z ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
KZLFIN,K.Z.Leasing & Finance Ltd.,K.Z.LEASING & FINANCE LTD.,X ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
L&TFH,L&T FINANCE HOLDINGS LIMITED,L&T FINANCE HOLDINGS LTD.,A ,N,N,100,Financial Services,Financial Services,Finance,Investment Company
LACTOSE,"Lactose India Ltd.,",LACTOSE (INDIA) LTD.,XT,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
LADDERUP,Ladderup Finance Ltd.,LADDERUP FINANCE LTD.,X ,N,E,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
LADIAMO,Laser Diamonds Ltd.,LASER DIAMONDS LTD.,P ,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
LAFFANSQ,Laffans Petrochemicals Ltd.,LAFFANS PETROCHEMICALS LTD.-$,X ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals
LAHL,Ladam Affortable Housing Limited,Ladam Affordable Housing Ltd,XT,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
LAHOTIOV,Lahoti Overseas Ltd.,LAHOTI OVERSEAS LTD.-$,X ,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
LAKHOTIA,LAKHOTIA POLYESTERS INDIA LIMITED,LAKHOTIA POLYESTERS (INDIA) LTD.,XT,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
LAKPRE,"Lakshmi Precision Screws Ltd.,",LAKSHMI PRECISION SCREWS LTD.,Z ,N,N,100,Consumer Discretionary,Automobile and Auto Components,Auto Components,Fastener
LAKSELEC,Lakshmi Electrical Control Systems,LAKSHMI ELECTRICAL CONTROL SYSTEMS LTD.,X ,N,N,100,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
LAKSHMIMIL,Lakshmi Mills Company ltd,LAKSHMI MILLS COMPANY LTD.-$,X ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
LAL,LORENZINI APPARELS LIMITED,Lorenzini Apparels Ltd,M ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
LALPATHLAB,Dr. Lal Pathlabs Limited,Dr. Lal PathLabs Ltd,A ,N,N,100,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
LAMBODHARA,Lambodhara Textiles Ltd.,LAMBODHARA TEXTILES LTD.-$,B ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
LANCER,Lancer Container Lines Limited,Lancer Container Lines Ltd,B ,N,N,100,Services,Services,Transport Services,Logistics Solution Provider
LANCORHOL,Lancor Holdings Ltd.,LANCOR HOLDINGS LTD.,X ,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
LANDMARC,Landmarc Leisure Corporation Ltd.,LANDMARC LEISURE CORPORATION LTD.,XT,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
LAOPALA,La Opala RG Ltd.,LA OPALA RG LTD.,A ,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,Glass - Consumer
LASA,Lasa Supergenerics Limited,Lasa Supergenerics Ltd,T ,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
LATENTVIEW,Latent View Analytics Limited,Latent View Analytics Ltd,B ,N,N,100,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
LATIMMETAL,La Tim Metal & Industries Limited,La Tim Metal & Industries Ltd,X ,N,N,100,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Metals
LAURUSLABS,Laurus Labs Limited,Laurus Labs Ltd,A ,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
LAXMIMACH,"Lakshmi Machine Works Ltd.,",LAKSHMI MACHINE WORKS LTD.,A ,N,N,100,Industrials,Capital Goods,Industrial Manufacturing,Industrial Machinery
LAXMIPATI,LAXMIPATI ENGINEERING WORKS LIMITED,Laxmipati Engineering Works Ltd,M ,N,N,100,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services
LCCINFOTEC,LCC Infotech Ltd.,LCC INFOTECH LTD.,B ,N,N,100,Consumer Discretionary,Consumer Services,Other Consumer Services,E-Learning
LEADFIN,Lead Financial Services  Ltd,LEAD FINANCIAL SERVICES LTD.,XT,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
