Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
BIRLAMONEY,Aditya Birla  Money Ltd,ADITYA BIRLA MONEY LTD.-$,B ,N,N,100,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
BIRLAPREC,Birla Precision Technologies Ltd,BIRLA PRECISION TECHNOLOGIES LTD.,XT,N,N,100,Industrials,Capital Goods,Industrial Manufacturing,Industrial Machinery
BIRLATYRES,Birla Tyres Limited,Birla Tyres Ltd,T ,N,N,100,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
BITL,Bronze Infra-Tech Limited,BRONZE INFRA-TECH LTD.,Z ,N,N,100,Industrials,Construction,Construction,Civil Construction
BKMINDST,BKM INDUSTRIES LIMITED,BKM Industries Ltd,Z ,N,N,100,Industrials,Capital Goods,Industrial Products,Packaging
BKV,BKV Industries Ltd.,BKV INDUSTRIES LTD.,XT,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
BLACKROSE,Black Rose Industries Ltd,BLACK ROSE INDUSTRIES LTD.,B ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
BLBLIMITED,BLB Limited,BLB LTD.,B ,N,N,100,Financial Services,Financial Services,Finance,Investment Company
BLIL,Balmer Lawrie Investments Ltd.,BALMER LAWRIE INVESTMENTS LTD.,B ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
BLISSGVS,Bliss GVS Pharma Limited,BLISS GVS PHARMA LTD.,B ,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
BLKASHYAP,B L Kashyap and Sons Ltd,B.L.KASHYAP AND SONS LTD.,B ,N,N,100,Industrials,Construction,Construction,Civil Construction
BLOIN,Bloom Industries Ltd,BLOOM INDUSTRIES LTD.,XT,N,N,100,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
BLOOM,Bloom Dekor Ltd.,BLOOM DEKOR LTD.-$,X ,N,N,100,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
BLS,BLS International Services Ltd,BLS International Services Ltd,B ,N,N,100,Consumer Discretionary,Consumer Services,Leisure Services,"Tour, Travel Related Services"
BLSINFOTE,BLS Infotech Limited,BLS INFOTECH LTD.,X ,N,N,100,Information Technology,Information Technology,IT - Software,Software Products
BLUECHIP,Blue Chip India Ltd,BLUE CHIP INDIA LTD.,T ,N,N,100,Financial Services,Financial Services,Finance,Investment Company
BLUECHIPT,"Blue Chip Tex Industries Ltd.,",BLUE CHIP TEX INDUSTRIES LTD.,X ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
BLUECLOUDS,Blue Cloud Softech Solutions Limited,Blue Cloud Softech Solutions Ltd,X ,N,N,100,Information Technology,Information Technology,IT - Software,Software Products
BLUECOAST,Blue Coast Hotels Ltd,BLUE COAST HOTELS LTD.,T ,N,N,100,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
BLUEDART,Blue Dart Express Ltd.,BLUE DART EXPRESS LTD.,A ,N,N,100,Services,Services,Transport Services,Logistics Solution Provider
BLUESTARCO,Blue Star Ltd,BLUE STAR LTD.,A ,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,Air Conditioner
BMAL,Bothra Metals & Alloys Limited,BOTHRA METALS & ALLOYS LTD.,MT,N,N,100,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium
BMBMUMG,BMB Music & Magnetics Ltd.,BMB MUSIC & MAGNETICS LTD.,Z ,N,N,100,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
BMW,BMW INDUSTRIES LIMITED,BMW Industries Ltd,X ,N,N,100,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
BNALTD,B & A Ltd.,B & A LTD.,X ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
BNL,Beekay Niryat Limited,Beekay Niryat Ltd,XT,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
BNRSEC,B.N.Rathi Securities Ltd.,B.N.RATHI SECURITIES LTD.,X ,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
BNRUDY,BNR Udyog Ltd.,BNR UDYOG LTD.,X ,N,N,100,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
BODALCHEM,Bodal Chemicals Ltd,BODAL CHEMICALS LTD.,A ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
BODHTREE,Bodhtree Consulting Limited,Bodhtree Consulting Ltd,X ,N,N,100,Information Technology,Information Technology,IT - Services,IT Enabled Services
BOMBCYC,"Bombay Cycle & Motor Agency Ltd.,",BOMBAY CYCLE & MOTOR AGENCY LTD.,X ,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
BOMBPOT,"Bombay Potteries & Tiles Ltd.,",BOMBAY POTTERIES & TILES LTD.,ZP,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
BOMBWIR,"Bombay Wire Ropes Ltd.,",BOMBAY WIRE ROPES LTD.,X ,N,N,100,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
BOMDYEING,"Bombay Dyeing & Mfg. Co. Ltd.,",BOMBAY DYEING & MFG.CO.LTD.,A ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
BOMOXY-B1,BOMBAY OXYGEN INVESTMENTS LIMITED,Bombay Oxygen Investments Ltd,X ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
BONLON,BONLON INDUSTRIES LIMITED,Bonlon Industries Ltd,M ,N,N,100,Commodities,Metals & Mining,Diversified Metals,Diversified Metals
BOROLTD,Borosil Limited,Borosil Ltd,A ,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,Glass - Consumer
BORORENEW,BOROSIL RENEWABLES LIMITED,Borosil Renewables Ltd,A ,N,N,100,Industrials,Capital Goods,Industrial Products,Glass - Industrial
BOSCHLTD,Bosch Ltd,BOSCH LTD.,A ,N,N,100,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
BPCAP,B.P.Capital Ltd.,B. P. Capital Ltd,X ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
BPCL,"Bharat Petroleum Corpn. Ltd.,",BHARAT PETROLEUM CORPORATION LTD.,A ,N,N,100,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing
BPL,"BPL Ltd.,",BPL LTD.,B ,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics
BPLPHARMA,Bharat Parenterals Limited,Bharat Parenterals Ltd,XT,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
BPTEX,Blue Pearl Texspin Limited,Blue Pearl Texspin Limited,XT,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
BRADYM,Brady & Morris Engineering Co. Ltd.,BRADY & MORRIS ENGINEERING CO.LTD.,X ,N,E,100,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles
BRAHMINFRA,BRAHMAPUTRA INFRASTRUCTURE LIMITED,BRAHMAPUTRA INFRASTRUCTURE LTD.,X ,N,N,100,Industrials,Construction,Construction,"Engineering, Designing & Construction"
BRANDBUCKT,Brandbucket Media & Technology Limited,Brandbucket Media & Technology Ltd,M ,N,N,100,Consumer Discretionary,"Media, Entertainment & Publication",Media,Advertising & Media Agencies
BRAWN,Brawn Biotech Limited,BRAWN BIOTECH LTD.,XT,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
BRFL,Bombay Rayon Fashions Ltd.,BOMBAY RAYON FASHIONS LTD.,Z ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
BRIDGESE,Bridge Securities Ltd.,BRIDGE SECURITIES LTD.,X ,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
BRIGADE,Brigade Enterprises Limited,BRIGADE ENTERPRISES LTD.,A ,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
BRIGHTBR,"Bright Brothers Ltd.,",BRIGHT BROTHERS LTD.-$,X ,N,N,100,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
BRIJLEAS,Brijlaxmi Leasing & Finance ltd.,BRIJLAXMI LEASING & FINANCE LTD.,X ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
BRIPORT,Brilliant Portfolios Ltd.,Brilliant Portfolios Ltd,X ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
BRITANNIA,"Britannia Industries Ltd.,",BRITANNIA INDUSTRIES LTD.,A ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
BRNL,Bharat Road Network Limited,Bharat Road Network Ltd,B ,N,N,100,Industrials,Construction,Construction,Civil Construction
BROOKS,BROOKS LABORATORIES LIMITED,BROOKS LABORATORIES LTD.,T ,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
BRPL,Bansal Roofing Products Limited,Bansal Roofing Products Ltd,B ,N,N,100,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
BRRL,B-RIGHT REALESTATE LIMITED,B-Right Realestate Ltd,M ,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
BSELINFRA,BSEL Infrastructure Realty Ltd.,BSEL INFRASTRUCTURE REALTY LTD.,X ,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
BSL,"BSL Ltd.,",BSL LTD.,B ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
BSLNIFTY,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Nifty ETF,B ,N,N,100,-,-,-,-
BSLSENETFG,Aditya Birla Sun Life Mutual Fund,BIRLA SUN LIFE SENSEX ETF,A ,N,N,100,-,-,-,-
BSOFT,BIRLASOFT LIMITED,Birlasoft Ltd,A ,N,N,100,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
BTTL,Bhilwara Technical Textiles Limited,BHILWARA TECHNICAL TEXTILES LTD.,X ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products
BUDGE BUDGE,BUDGE BUDGE COMPANY LIMITED,Budge Budge Company Ltd,X ,N,N,100,Commodities,Forest Materials,"Paper, Forest & Jute Products",Jute & Jute Products
BURNPUR,Burnpur Cement Limited,BURNPUR CEMENT LTD.,B ,N,N,100,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,Butterfly Gandhimathi Appliances Ltd,B ,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
BVCL,BARAK VALLEY CEMENTS LIMITED,BARAK VALLEY CEMENTS LTD.,T ,N,N,100,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
BVL,Blueblood Ventures Limited,Blueblood Ventures Ltd,MT,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
CALCOM,"Calcom Vision Ltd.,",CALCOM VISION LTD.,XT,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics
CALSOFT,California Software Co. Ltd.,CALIFORNIA SOFTWARE CO.LTD.,B ,N,N,100,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
CAMEXLTD,Camex  Ltd.,CAMEX LTD.,X ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
CAMLINFINE,Camlin Fine Sciences Ltd,CAMLIN FINE SCIENCES LTD.,A ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
CAMPUS,Campus Activewear Limited,Campus Activewear Ltd,B ,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear
CAMS,Computer Age Management Services Limited,Computer Age Management Services Ltd,A ,N,N,100,Financial Services,Financial Services,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries"
CANBK,Canara Bank,CANARA BANK,A ,N,N,100,Financial Services,Financial Services,Banks,Public Sector Bank
CANDC,C & C Constructions Ltd.,C & C CONSTRUCTIONS LTD.,Z ,N,N,100,Industrials,Construction,Construction,Civil Construction
CANDOUR,CANDOUR TECHTEX LIMITED,Candour Techtex Ltd,X ,N,N,100,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
CANFINHOME,"Can Fin Homes Ltd.,",CAN FIN HOMES LTD.,A ,N,N,100,Financial Services,Financial Services,Finance,Housing Finance Company
CANOPYFIN,Canopy Finance Limited,Canopy Finance Ltd,XT,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
CANTABIL,CANTABIL RETAIL INDIA LIMITED,CANTABIL RETAIL INDIA LTD.,B ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
CAPACITE,Capacit'e Infraprojects Limited,Capacite Infraprojects Ltd,B ,N,N,100,Industrials,Construction,Construction,"Engineering, Designing & Construction"
CAPFIN,Capfin India Limited,Capfin India Ltd,XT,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
CAPITALT,Capital Trust Ltd.,CAPITAL TRUST LTD.,B ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
CAPPIPES,Captain Pipes Limited,Captain Pipes Ltd,M ,N,N,100,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
CAPPL,Caplin Point Laboratories Ltd.,CAPLIN POINT LABORATORIES LTD.,A ,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
CAPRICORN,Capricorn Systems Global Solutions Ltd.,CAPRICORN SYSTEMS GLOBAL SOLUTIONS LTD.,XT,N,N,100,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
CAPRIHANS,"Caprihans India Ltd.,",CAPRIHANS INDIA LTD.-$,X ,N,N,100,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
CAPRO,Caprolactam Chemicals ltd.,CAPROLACTAM CHEMICALS LTD.,XT,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
CARBORUNIV,"Carborundum Universal Ltd.,",CARBORUNDUM UNIVERSAL LTD.,A ,N,N,100,Industrials,Capital Goods,Industrial Products,Abrasives
CAREERP,Career Point Limited,CAREER POINT LTD.,B ,N,N,100,Consumer Discretionary,Consumer Services,Other Consumer Services,Education
CARERATING,CARE Ratings Limited,CARE Ratings Ltd,A ,N,N,100,Financial Services,Financial Services,Capital Markets,Ratings
CARNATIN,Carnation Industries Ltd.,CARNATION INDUSTRIES LTD.,X ,N,N,100,Industrials,Capital Goods,Industrial Products,Other Industrial Products
CARTRADE,CarTrade Tech Limited,CarTrade Tech Ltd,A ,N,N,100,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce
CASPIAN,CASPIAN CORPORATE SERVICES LIMITED,Caspian Corporate Services Ltd,XT,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
CASTROLIND,Castrol India Ltd,CASTROL INDIA LTD.,A ,N,N,100,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Lubricants
CATVISION,Catvision Limited,Catvision Limited,XT,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
CBPL,Chandra Bhagat Pharma Limited,Chandra Bhagat Pharma Ltd,M ,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
CCCL,Consolidated Construction Consortium Ltd,CONSOLIDATED CONSTRUCTION CONSORTIUM LTD.,T ,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
CCFCL,Classic Global Finance & Capital ltd.,Classic Global Finance & Capital Ltd,Z ,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
CCHHL,Country Club Hospitality & Holidays Ltd,Country Club Hospitality & Holidays Ltd,B ,N,N,100,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
CCL,CCL Products India Ltd.,CCL PRODUCTS (INDIA) LTD.,A ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
CCLINTER,CCL International Ltd,CCL INTERNATIONAL LTD.,X ,N,N,100,Industrials,Construction,Construction,Civil Construction
CDG,CDG PETCHEM LIMITED,CDG Petchem Ltd,X ,N,N,100,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
CEATLTD,"Ceat Ltd.,",CEAT LTD.,A ,N,N,100,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
CEEJAY,Ceejay Finance Limited,CEEJAY FINANCE LTD.,X ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
CEENIK,Ceenik Exports india Ltd.,CEENIK EXPORTS (INDIA) LTD.,XT,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
CEETAIN,Ceeta Industries Ltd.,CEETA INDUSTRIES LTD.,XT,N,N,100,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials
CEINSYSTECH,CEINSYS TECH LIMITED,Ceinsys Tech Ltd,B ,N,N,100,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
CELEBRITY,Celebrity Fashions Ltd.,CELEBRITY FASHIONS LTD.,B ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
CELLA,CELLA SPACE LIMITED,Cella Space Ltd,Z ,N,N,100,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
CENLUB,Cenlub Industries Ltd.,CENLUB INDUSTRIES LTD.,X ,N,N,100,Industrials,Capital Goods,Industrial Manufacturing,Industrial Machinery
CENTENKA,"Century Enka Ltd.,",CENTURY ENKA LTD.,A ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
CENTERAC,CENTERAC TECHNOLOGIES LIMITED,CENTERAC TECHNOLOGIES LTD.,XT,N,N,100,Information Technology,Information Technology,IT - Services,IT Enabled Services
CENTEXT,"Century Extrusions Ltd.,",CENTURY EXTRUSIONS LTD.,B ,N,N,100,Industrials,Capital Goods,Industrial Products,"Aluminium, Copper & Zinc Products"
CENTRALBK,Central Bank of India,CENTRAL BANK OF INDIA,A ,N,N,100,Financial Services,Financial Services,Banks,Public Sector Bank
CENTRUM,Centrum Capital Limited,CENTRUM CAPITAL LTD.,B ,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
CENTUM,Centum Electronics Ltd,CENTUM ELECTRONICS LTD.,B ,N,N,100,Industrials,Capital Goods,Industrial Manufacturing,Industrial Electronics
CENTURYPLY,Century Plyboards India Ltd.,CENTURY PLYBOARDS (I) LTD.-$,A ,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
CENTURYTEX,"Century Textiles & Industries Ltd.,",CENTURY TEXTILES & INDUSTRIES LTD.,A ,N,N,100,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
CERA,Cera Sanitaryware Ltd.,CERA SANITARYWARE LTD.,A ,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,Sanitary Ware
CEREBRAINT,Cerebra Integrated Technologies Ltd.,CEREBRA INTEGRATED TECHNOLOGIES LTD.,B ,N,N,100,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments
CESC,"CESC Limited,",CESC LTD.,A ,N,N,100,Utilities,Power,Power,Electric Utilities
CESL,CES Limited,CES Limited,XT,N,N,100,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
CFEL,CONFIDENCE FUTURISTIC ENERGETECH LIMITED,Confidence Futuristic Energetech Ltd,X ,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
CFL,Classic Filaments Limited,Classic Filaments Ltd,XT,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
CGCL,Capri Global Capital Limited,Capri Global Capital Limited,A ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
CGPOWER,CG Power and Industrial Solutions Limited,CG Power and Industrial Solutions Ltd,A ,N,N,100,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
CGVAK,Cg-Vak Software & Exports Ltd.,CG-VAK SOFTWARE & EXPORTS LTD.,X ,N,N,100,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
CHADPAP,Chadha Papers Ltd.,CHADHA PAPERS LTD.,XT,N,N,100,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
CHALET,Chalet Hotels Limited,Chalet Hotels Ltd,A ,N,N,100,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
CHAMAK,CHAMAK HOLDINGS LIMITED,Chamak Holdings Ltd,X ,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
CHAMANSEQ,Chaman Lal Setia Exports Ltd.,CHAMAN LAL SETIA EXPORTS LTD.-$,B ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
CHAMBLFERT,Chambal Fertilisers & Chemicals Ltd,CHAMBAL FERTILISERS & CHEMICALS LTD.,A ,N,N,100,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
CHANDNIMACH,Chandni Machines Limited,Chandni Machines Ltd,X ,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
CHANDRAP,Chandra Prabhu International Ltd.,CHANDRA PRABHU INTERNATIONAL LTD.-$,X ,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
CHANDRIMA,Chandrima Mercantiles limited ,Chandrima Mercantiles Ltd,X ,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
CHARMS,Charms Industries Ltd,CHARMS INDUSTRIES LTD.,X ,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
CHCL,Cian Healthcare Limited,Cian Healthcare Ltd,M ,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
CHDCHEM,CHD Chemicals Limited,CHD Chemicals Ltd,T ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals
CHEMBOND,Chembond Chemicals Ltd.,CHEMBOND CHEMICALS LTD.-$,B ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
CHEMCON,Chemcon Speciality Chemicals Limited,Chemcon Speciality Chemicals Ltd,B ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
CHEMCRUX,Chemcrux Enterprises Limited,Chemcrux Enterprises Ltd,T ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
CHEMFABALKA,Chemfab Alkalis Ltd,Chemfab Alkalis Ltd,B ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
CHEMIESYNT,Chemiesynth Vapi Limited,Chemiesynth (Vapi) Ltd,X ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
CHEMOPH,"Chemo Pharma Laboratories Ltd.,",CHEMO PHARMA LABORATORIES LTD.,XT,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
CHEMPLASTS,Chemplast Sanmar Limited,Chemplast Sanmar Ltd,A ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
CHEMTECH,CHEMTECH INDUSTRIAL VALVES LIMITED,Chemtech Industrial Valves Ltd,B ,N,N,100,Industrials,Capital Goods,Industrial Manufacturing,Industrial Machinery
CHENFERRO,CHENNAI FERROUS INDUSTRIES LIMITED,Chennai Ferrous Industries Ltd,XT,N,N,100,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Metals
CHENNPETRO,Chennai Petroleum Corporation Ltd.,CHENNAI PETROLEUM CORPORATION LTD.,B ,N,N,100,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing
CHEVIOT,Cheviot Co.Ltd.,CHEVIOT CO.LTD.-$,B ,N,N,100,Commodities,Forest Materials,"Paper, Forest & Jute Products",Jute & Jute Products
CHITRTX,Chitradurga Spintex Ltd.,CHITRADURGA SPINTEX LTD.,XT,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
CHLLTD,CHL Limited,CHL LTD.,X ,N,N,100,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
CHLOGIST,Chartered Logistics Ltd,CHARTERED LOGISTICS LTD.,X ,N,N,100,Services,Services,Transport Services,Logistics Solution Provider
CHMBBRW,Chambal Breweries & Distilleries Li,CHAMBAL BREWERIES & DISTILLERIES LTD.,X ,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
CHOICEIN,Choice International Ltd,CHOICE INTERNATIONAL LTD.,B ,N,N,100,Financial Services,Financial Services,Finance,Holding Company
CHOKSI,Choksi Imaging Ltd.,CHOKSI IMAGING LTD.,X ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Photographic Products
CHOKSILA,Choksi Laboratories Ltd.,CHOKSI LABORATORIES LTD.,XT,N,N,100,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
CHOLAFIN,Cholamandalam Investment and Finance Company Ltd,Cholamandalam Investment and Finance Company Ltd,A ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
CHOLAHLDNG,CHOLAMANDALAM FINANCIAL HOLDINGS LIMITED,Cholamandalam Financial Holdings Ltd,A ,N,N,100,Financial Services,Financial Services,Finance,Investment Company
CHORDIA,Chordia Food Products Ltd,CHORDIA FOOD PRODUCTS LTD.,X ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
CHOTHANI,CHOTHANI FOODS LIMITED,Chothani Foods Ltd,M ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
CHOWGULSTM,"Chowgule Steamships Ltd.,",CHOWGULE STEAMSHIPS LTD.,XT,N,N,100,Services,Services,Transport Services,Shipping
CHRTEDCA,Chartered Capital & Investment Ltd.,CHARTERED CAPITAL & INVESTMENT LTD.,X ,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
CIANAGRO,CIAN Agro Industries & Infrastructure Limited,CIAN Agro Industries & Infrastructure Ltd,XT,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
CIFL,CAPITAL INDIA FINANCE LIMITED,Capital India Finance Ltd,X ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
CIGNITI,Cigniti Technologies Ltd,CIGNITI TECHNOLOGIES LTD.,A ,N,N,100,Information Technology,Information Technology,IT - Services,IT Enabled Services
CIL,Citizen Infoline Ltd.,Citizen Infoline Ltd,XT,N,N,100,Consumer Discretionary,"Media, Entertainment & Publication",Media,Print Media
CILSEC,Cil Securities Ltd.,CIL SECURITIES LTD.,X ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
CINDHO,Cindrella Hotels Ltd.,CINDRELLA HOTELS LTD.-$,XT,N,N,100,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
CINDRELL,Cindrella Financial Services Ltd.,CINDRELLA FINANCIAL SERVICES LTD.,XT,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
CINELINE,Cineline India Limited,Cineline India Limited,B ,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
